full_text,date_published,views,tags,target,source,views_clean,title_sum_llm,views_clean_median,tags_no_nan,full_text_len,cut_text,url,title
"КИШИНЕВ, 15 апр - РИА Новости. Депутат парламента Молдавии от группы ""Победа"" Регина Апостолова заявила, что обвинения и требования прокуроров в отношении главы Гагаузии Евгении Гуцул являются политическим давлением.",2025-04-03 15:12:00,394.0,"['В мире', 'Молдавия', 'Кишинев', 'Гагаузия', 'Евгения Гуцул']",True,ria.ru,394.0,В парламенте Молдавии осудили обвинения против Гуцул,394.0,"['В мире', 'Молдавия', 'Кишинев', 'Гагаузия', 'Евгения Гуцул']",216,"КИШИНЕВ, 15 апр - РИА Новости. Депутат парламента Молдавии от группы ""Победа"" Регина Апостолова заявила, что обвинения и требования прокуроров в отношении главы Гагаузии Евгении Гуцул являются политическим давлением.",https://ria.ru/20250415/gutsul-2011372313.html,
"КУРСКАЯ ОБЛАСТЬ, 15 апр — РИА Новости. Российские войска заблокировали остатки украинских боевиков в Горнале и взяли под огневой контроль пути подвоза противника в Курской области, сообщил РИА Новости источник в группировке войск ""Север"".",2025-04-03 15:11:00,17664.0,"['Специальная военная операция на Украине', 'Россия', 'Вооруженные силы Украины']",True,ria.ru,17664.0,ВС России блокировали остатки пехоты ВСУ в Горнале,17664.0,"['Специальная военная операция на Украине', 'Россия', 'Вооруженные силы Украины']",238,"КУРСКАЯ ОБЛАСТЬ, 15 апр — РИА Новости. Российские войска заблокировали остатки украинских боевиков в Горнале и взяли под огневой контроль пути подвоза противника в Курской области, сообщил РИА Новости источник в группировке войск ""Север"".",https://ria.ru/20250415/voennye-2011372210.html,
"МОСКВА, 15 апр — РИА Новости. Апелляционный военный суд признал законным заочный приговор телеведущей Татьяне Лазаревой*, осужденной на 6,5 года за оправдание терроризма, сообщили РИА Новости в инстанции.",2025-04-03 15:11:00,21.0,"['Происшествия', 'Россия', 'Татьяна Лазарева']",True,ria.ru,21.0,Суд утвердил заочный срок Лазаревой* по делу об оправдании терроризма,21.0,"['Происшествия', 'Россия', 'Татьяна Лазарева']",204,"МОСКВА, 15 апр — РИА Новости. Апелляционный военный суд признал законным заочный приговор телеведущей Татьяне Лазаревой*, осужденной на 6,5 года за оправдание терроризма, сообщили РИА Новости в инстанции.",https://ria.ru/20250415/ria-2011372035.html,
"МОСКВА, 15 апр – РИА Новости. Девятый арбитражный апелляционный суд поддержал нижестоящую инстанцию, отказавшую основателю рок-группы ""Парк Горького"" Стасу Намину в иске к бывшему участнику группы Алексею Белову, индивидуальному предпринимателю Александру Морозову и ООО ""Музыкальное право"", в котором истец требовал признать контрафактными и изъять из продажи компакт-диски и пластинки Gorky Park, изданные лейблом Moroz Records.",2025-04-03 15:09:00,1443.0,"['Москва', 'Санкт-Петербург', 'Стас Намин', 'Александр Морозов', 'Происшествия']",True,ria.ru,1443.0,"Суд отклонил иск Стаса Намина к экс-участнику ""Парка Горького""",1443.0,"['Москва', 'Санкт-Петербург', 'Стас Намин', 'Александр Морозов', 'Происшествия']",430,"МОСКВА, 15 апр – РИА Новости. Девятый арбитражный апелляционный суд поддержал нижестоящую инстанцию, отказавшую основателю рок-группы ""Парк Горького"" Стасу Намину в иске к бывшему участнику группы Алексею Белову, индивидуальному предпринимателю Александру Морозову и ООО ""Музыкальное право"", в котором истец требовал признать контрафактными и изъять из продажи компакт-диски и пластинки Gorky Park, изданные лейблом Moroz Records.",https://ria.ru/20250415/namin-2011371540.html,
"САНКТ-ПЁЛЬТЕН (Австрия), 15 апр - РИА Новости. Церемония открытия мемориальных табличек с именами 258 советских солдат состоялась во вторник в австрийском Санкт-Пёльтене, столице федеральной земли Нижняя Австрия, по случаю 80-летия освобождения города Красной армией от нацистов, передает корреспондент РИА Новости.",2025-04-03 15:08:00,895.0,"['80-летие Победы в Великой Отечественной войне', 'В мире', 'Россия', 'Австрия']",True,ria.ru,895.0,В Австрии открыли мемориальные таблички с именами 258 советских солдат,895.0,"['80-летие Победы в Великой Отечественной войне', 'В мире', 'Россия', 'Австрия']",315,"САНКТ-ПЁЛЬТЕН (Австрия), 15 апр - РИА Новости. Церемония открытия мемориальных табличек с именами 258 советских солдат состоялась во вторник в австрийском Санкт-Пёльтене, столице федеральной земли Нижняя Австрия, по случаю 80-летия освобождения города Красной армией от нацистов, передает корреспондент РИА Новости.",https://ria.ru/20250415/avstriya-2011371271.html,
"Администрация президента США Дональда Трампа намерена в течение первого года пребывания у власти депортировать до одного миллиона мигрантов. Об этом пишет The Washington Post. Отмечается, что прежний рекорд — более 400 тысяч депортаций за год — был установлен при 44-м президенте Бараке Обаме, занимавшем пост с января 2009 по январь 2017 года. По словам источников издания, советник президента Стивен Миллер практически ежедневно обсуждает вопрос с чиновниками из Министерства внутренней безопасности и других федеральных ведомств. Ранее стало известно, что власти США начнут следить за социальными сетями мигрантов на предмет антисемитизма, который может стать поводом для отклонения прошения на различные льготы.",2025-04-13 03:57:00,,Мир,True,lenta.ru,0.0,Стало известно о планах Трампа депортировать миллион мигрантов за год,184.0,Мир,715,"Администрация президента США Дональда Трампа намерена в течение первого года пребывания у власти депортировать до одного миллиона мигрантов. Об этом пишет The Washington Post. Отмечается, что прежний рекорд — более 400 тысяч депортаций за год — был установлен при 44-м президенте Бараке Обаме, занимавшем пост с января 2009 по январь 2017 года. По словам источников издания, советник президента Стивен Миллер практически ежедневно обсуждает вопрос с чиновниками из Министерства внутренней безопасности и других федеральных ведомств. Ранее стало известно, что власти США начнут следить за социальными сетями мигрантов на предмет антисемитизма, который может стать поводом для отклонения прошения на различные льготы.",https://lenta.ru/news/2025/04/13/stalo-izvestno-o-planah-trampa-deportirovat-million-migrantov-za-god/,
"В Минобороны России отчитались об уничтожении украинских дронов над территорией страны в течение ночи с 12 на 13 апреля. В ведомстве уточнили, что силы противовоздушной обороны (ПВО) перехватили 13 беспилотников самолетного типа. Сообщается, что 12 аппаратов были сбиты над территорией Ростовской области и один — над Белгородской. В ночь на 12 апреля силы противовоздушной обороны сбили 36 беспилотников над территорией России, рассказали в Минобороны. Наибольшее число дронов — 18 — сбили над Курской областью, еще 13  — над Ростовской. По два беспилотника было перехвачено над Орловской и Белгородской областями и еще одни над Краснодарским краем.",2025-04-13 07:19:00,,Россия,True,lenta.ru,0.0,В Минобороны отчитались об уничтожении дронов над территорией России в течение ночи,184.0,Россия,650,"В Минобороны России отчитались об уничтожении украинских дронов над территорией страны в течение ночи с 12 на 13 апреля. В ведомстве уточнили, что силы противовоздушной обороны (ПВО) перехватили 13 беспилотников самолетного типа. Сообщается, что 12 аппаратов были сбиты над территорией Ростовской области и один — над Белгородской. В ночь на 12 апреля силы противовоздушной обороны сбили 36 беспилотников над территорией России, рассказали в Минобороны. Наибольшее число дронов — 18 — сбили над Курской областью, еще 13  — над Ростовской. По два беспилотника было перехвачено над Орловской и Белгородской областями и еще одни над Краснодарским краем.",https://lenta.ru/news/2025/04/13/v-minoborony-otchitalis-ob-unichtozhenii-dronov-nad-territoriey-rossii-v-techenie-nochi/,
"Заместитель министра иностранных дел РФ Андрей Руденко предрек укрепление отношений России с Китайской Народной Республикой (КНР) в условиях торговых войн в мире. Таким мнением он поделился в беседе с ТАСС. Дипломат таким образом поддержал высказывание спецпредставителя президента России по связям с международными организациями для достижения целей устойчивого развития Бориса Титова о том, что тарифная политика президента США Дональда Трампа укрепит экономические связи между Россией и Китаем. По словам замглавы МИД России, Россия и Китай способны поставить новый рекорд товарооборота при сложившейся тенденции. Рассуждая о перспективах развития отношений Москвы и Пекина, Руденко подчеркнул, что сотрудничество развивается буквально во всех областях жизни. «Перспективы у нас очень хорошие и мы преодолеем очередную рекордную планку в своем торговом обороте», — уверен он. Ранее Трамп назвал председателя КНР Си Цзиньпина другом на фоне повышения пошлин. 9 апреля американский президент поднял импортные пошлины для Китая до 125 процентов. Трамп объяснил такое решение неуважением, которое КНР проявляет к мировым рынкам.",2025-04-13 09:48:00,,Экономика,True,lenta.ru,0.0,В России предрекли укрепление в отношениях с КНР в условиях торговых войн,184.0,Экономика,1127,"Заместитель министра иностранных дел РФ Андрей Руденко предрек укрепление отношений России с Китайской Народной Республикой (КНР) в условиях торговых войн в мире. Таким мнением он поделился в беседе с ТАСС. Дипломат таким образом поддержал высказывание спецпредставителя президента России по связям с международными организациями для достижения целей устойчивого развития Бориса Титова о том, что тарифная политика президента США Дональда Трампа укрепит экономические связи между Россией и Китаем. По словам замглавы МИД России, Россия и Китай способны поставить новый рекорд товарооборота при сложившейся тенденции. Рассуждая о перспективах развития отношений Москвы и Пекина, Руденко подчеркнул, что сотрудничество развивается буквально во всех областях жизни. «Перспективы у нас очень хорошие и мы преодолеем очередную рекордную планку в своем торговом обороте», — уверен он. Ранее Трамп назвал председателя КНР Си Цзиньпина другом на фоне повышения пошлин. 9 апреля американский президент поднял импортные пошлины для Китая до 125 процентов. Трамп объяснил такое решение неуважением, которое КНР проявляет к мировым рынкам.",https://lenta.ru/news/2025/04/13/v-rossii-predrekli-ukreplenie-v-otnosheniyah-s-knr-v-usloviyah-torgovyh-voyn/,
"Киев не может или не хочет соблюдать временный мораторий на удары по объектам энергетической инфраструктуры, что является катастрофичным. Об этом заявил пресс-секретарь президента России Дмитрий Песков в интервью журналисту Павлу Зарубину, передает ТАСС. По его словам, тут два варианта — либо киевский режим не желает придерживаться моратория, либо не в силах держать своих военных под контролем. Песков указал, что все большее число стран и политиков наблюдают такое поведение украинских властей. Представитель Кремля добавил, что Россия продолжает придерживаться моратория на удары по украинским энергетическим объектам. 25 марта Москва и Вашингтон согласовали перечень российских и украинских объектов, которые попали под действие временного моратория на удары по энергосистеме. Договоренность будет действовать в течение 30 дней начиная с 18 марта 2025 года. По данным РИА Новости, Вооруженные силы Украины (ВСУ) 23 раза нарушили мораторий с момента вступления его в силу.",2025-04-13 15:02:00,,Россия,True,lenta.ru,0.0,В Кремле назвали катастрофичным нежелание Киева соблюдать мораторий на удары по энергетике,184.0,Россия,977,"Киев не может или не хочет соблюдать временный мораторий на удары по объектам энергетической инфраструктуры, что является катастрофичным. Об этом заявил пресс-секретарь президента России Дмитрий Песков в интервью журналисту Павлу Зарубину, передает ТАСС. По его словам, тут два варианта — либо киевский режим не желает придерживаться моратория, либо не в силах держать своих военных под контролем. Песков указал, что все большее число стран и политиков наблюдают такое поведение украинских властей. Представитель Кремля добавил, что Россия продолжает придерживаться моратория на удары по украинским энергетическим объектам. 25 марта Москва и Вашингтон согласовали перечень российских и украинских объектов, которые попали под действие временного моратория на удары по энергосистеме. Договоренность будет действовать в течение 30 дней начиная с 18 марта 2025 года. По данным РИА Новости, Вооруженные силы Украины (ВСУ) 23 раза нарушили мораторий с момента вступления его в силу.",https://lenta.ru/news/2025/04/13/v-kremle-nazvali-katastrofichnym-nezhelanie-kieva-soblyudat-moratoriy-na-udary-po-energetike/,
"Граффити в честь рэп-исполнителя Паши Техника (настоящее имя Павел Ивлев) со стены памяти лидера группы «Кино» Виктора Цоя надо было убрать корректно. Об этом сообщил автор плакатов, закрывших граффити «Техник», художник Роман Яковлев, передает РИА Новости. Он заклеил надпись плакатами с Цоем. «Я бы не сказал, что у меня был логический план. Я понимал, что это нужно убрать, сделать это максимально корректно и интеллигентно, без оскорблений», — объяснил художник. Яковлев также призвал не воспринимать граффити как оскорбление памяти Цоя. Он аргументировал это недопониманием детей из-за отсутствия у них должного воспитания и понимания своих действий. Надпись на стене Цоя в честь рэпера Паши Техника появилась ночью 10 апреля, до церемонии прощания с ним. Рэперу было 40 лет. Прощание с ним прошло 11 апреля.",2025-04-13 17:59:00,,Культура,True,lenta.ru,0.0,Художник объяснил способ ликвидации граффити «Техник» со стены Цоя,184.0,Культура,813,"Граффити в честь рэп-исполнителя Паши Техника (настоящее имя Павел Ивлев) со стены памяти лидера группы «Кино» Виктора Цоя надо было убрать корректно. Об этом сообщил автор плакатов, закрывших граффити «Техник», художник Роман Яковлев, передает РИА Новости. Он заклеил надпись плакатами с Цоем. «Я бы не сказал, что у меня был логический план. Я понимал, что это нужно убрать, сделать это максимально корректно и интеллигентно, без оскорблений», — объяснил художник. Яковлев также призвал не воспринимать граффити как оскорбление памяти Цоя. Он аргументировал это недопониманием детей из-за отсутствия у них должного воспитания и понимания своих действий. Надпись на стене Цоя в честь рэпера Паши Техника появилась ночью 10 апреля, до церемонии прощания с ним. Рэперу было 40 лет. Прощание с ним прошло 11 апреля.",https://lenta.ru/news/2025/04/13/hudozhnik-raskritikoval-sposob-likvidatsii-graffiti-tehnik-so-steny-tsoya/,
"Житель Белгородской области стал жертвой удара украинского дрона по грузовику. Об этом сообщил глава региона Вячеслав Гладков в Telegram-канале. Беспилотник Вооруженных сил Украины атаковал грузовой автомобиль в поселке Ракитное. Ранения, не совместимые с жизнью, получил водитель. Губернатор принес соболезнования родным и близким мужчины. В Минобороны России сообщили, что ВСУ за сутки два раза ударили по объектам энергоинфраструктуры России в Белгородской области. В результате обстрела энергообъекта в приграничье без электроснабжения осталось свыше 600 жителей в Шебекинском округе.",2025-04-13 20:52:00,,Россия,True,lenta.ru,0.0,Жертвой атаки украинского дрона в российском регионе стал водитель грузовика,184.0,Россия,588,"Житель Белгородской области стал жертвой удара украинского дрона по грузовику. Об этом сообщил глава региона Вячеслав Гладков в Telegram-канале. Беспилотник Вооруженных сил Украины атаковал грузовой автомобиль в поселке Ракитное. Ранения, не совместимые с жизнью, получил водитель. Губернатор принес соболезнования родным и близким мужчины. В Минобороны России сообщили, что ВСУ за сутки два раза ударили по объектам энергоинфраструктуры России в Белгородской области. В результате обстрела энергообъекта в приграничье без электроснабжения осталось свыше 600 жителей в Шебекинском округе.",https://lenta.ru/news/2025/04/13/zhertvoy-ataki-ukrainskogo-drona-v-rossiyskom-regione-stal-voditel-gruzovika/,
"Фанаты лидера группы «Кино» Виктора Цоя убрали со стены на Арбате, посвященной музыканту, надпись в память о рэпере Паше Технике (настоящая фамилия — Ивлев). Об этом сообщает Telegram-канал «112». «Уже утром на стене лаконично красовалась надпись: “Цой жив, Техник мертв”», — говорится в сообщении. Затем в течение дня на место пришли люди с красками и кистями, и вместе вернули стене прежний вид. Надпись на стене Цоя в честь скончавшегося рэпера появилась 10 апреля, до похорон музыканта. По информации Mash, граффити нарисовали с 02:00 до 04:00. После к стене приставили наряд. На это граффити сразу ответил один художник — он наклеил сверху граффити с Техником плакаты, где Цой показывает средний палец.",2025-04-13 23:24:00,,Россия,True,lenta.ru,0.0,Фанаты группы «Кино» закрасили надпись в память о Паше Технике на стене Цоя,184.0,Россия,707,"Фанаты лидера группы «Кино» Виктора Цоя убрали со стены на Арбате, посвященной музыканту, надпись в память о рэпере Паше Технике (настоящая фамилия — Ивлев). Об этом сообщает Telegram-канал «112». «Уже утром на стене лаконично красовалась надпись: “Цой жив, Техник мертв”», — говорится в сообщении. Затем в течение дня на место пришли люди с красками и кистями, и вместе вернули стене прежний вид. Надпись на стене Цоя в честь скончавшегося рэпера появилась 10 апреля, до похорон музыканта. По информации Mash, граффити нарисовали с 02:00 до 04:00. После к стене приставили наряд. На это граффити сразу ответил один художник — он наклеил сверху граффити с Техником плакаты, где Цой показывает средний палец.",https://lenta.ru/news/2025/04/14/fanaty-gruppy-kino-zakrasili-nadpis-v-chest-pashi-tehnika-na-stene-tsoya/,
"МОСКВА, 15 апр - РИА Новости. Руководитель столичного главка СК России Андрей Стрижов доложит главе ведомства Александру Бастрыкину о ходе расследования дела об убийстве в Москве мужчины, предположительно, его дочерью-подростком, заступившейся за старшую сестру, сообщается в Telegram-канале СК РФ.",2025-04-03 15:55:00,189,"['Происшествия', 'Александр Бастрыкин', 'Убийство мужчины на юге Москвы', 'Москва']",true,ria.ru,189.0,Бастрыкину доложат о расследовании убийства отца дочерью в Москве,189.0,"['Происшествия', 'Александр Бастрыкин', 'Убийство мужчины на юге Москвы', 'Москва']",298,"МОСКВА, 15 апр - РИА Новости. Руководитель столичного главка СК России Андрей Стрижов доложит главе ведомства Александру Бастрыкину о ходе расследования дела об убийстве в Москве мужчины, предположительно, его дочерью-подростком, заступившейся за старшую сестру, сообщается в Telegram-канале СК РФ.",https://ria.ru/20250415/bastrykin-2011383595.html,Бастрыкину доложат о расследовании убийства отца дочерью в Москве
"МОСКВА, 15 апр - РИА Новости. Поставки газа из России в Китай через Казахстан невозможны, потому что проходящий между двумя азиатскими странами газопровод уже серьезно эксплуатируется, рассказал посол КНР в РФ Чжан Ханьхуэй.",2025-04-03 15:52:00,767,"['Экономика', 'Китай', 'Россия', 'Казахстан', 'Чжан Ханьхуэй', 'Природный газ']",true,ria.ru,767.0,Посол КНР высказался о поставках газа из России в Китай через Казахстан,767.0,"['Экономика', 'Китай', 'Россия', 'Казахстан', 'Чжан Ханьхуэй', 'Природный газ']",224,"МОСКВА, 15 апр - РИА Новости. Поставки газа из России в Китай через Казахстан невозможны, потому что проходящий между двумя азиатскими странами газопровод уже серьезно эксплуатируется, рассказал посол КНР в РФ Чжан Ханьхуэй.",https://ria.ru/20250415/gaz-2011381346.html,Посол КНР высказался о поставках газа из России в Китай через Казахстан
"МОСКВА, 15 апр — РИА Новости. На 52-м году жизни скончалась артистка Татьяна Вилькина, сообщает Telegram-канал SHOT.",2025-04-03 15:49:00,1712,"['Москва', 'Россия']",true,ria.ru,1712.0,Умерла актриса Татьяна Вилькина,1712.0,"['Москва', 'Россия']",116,"МОСКВА, 15 апр — РИА Новости. На 52-м году жизни скончалась артистка Татьяна Вилькина, сообщает Telegram-канал SHOT.",https://ria.ru/20250415/vilkina-2011382679.html,Умерла актриса Татьяна Вилькина
"МОСКВА, 15 апр - РИА Новости. Временную разметку для репетиций и Парада Победы начали наносить в центре Москвы, сообщается в Telegram-канале столичного комплекса городского хозяйства.",2025-04-03 15:49:00,18,"['Москва Сегодня: мегаполис для жизни', 'Общество', 'Городское хозяйство Москвы']",true,ria.ru,18.0,В центре Москвы начали наносить разметку для репетиций и Парада Победы,18.0,"['Москва Сегодня: мегаполис для жизни', 'Общество', 'Городское хозяйство Москвы']",183,"МОСКВА, 15 апр - РИА Новости. Временную разметку для репетиций и Парада Победы начали наносить в центре Москвы, сообщается в Telegram-канале столичного комплекса городского хозяйства.",https://ria.ru/20250415/moskva-2011382525.html,В центре Москвы начали наносить разметку для репетиций и Парада Победы
"С.-ПЕТЕРБУРГ, 15 апр - РИА Новости. Петербургскую общественницу Анну Александрову суд приговорил к 5 годам 2 месяцам колонии по обвинению в распространении в соцсетях фейков о российской армии, сообщает объединенная пресс-служба судов города.",2025-04-03 15:48:00,252,"['Россия', 'Санкт-Петербург']",true,ria.ru,252.0,В Петербурге общественницу осудили за фейки о российской армии,252.0,"['Россия', 'Санкт-Петербург']",242,"С.-ПЕТЕРБУРГ, 15 апр - РИА Новости. Петербургскую общественницу Анну Александрову суд приговорил к 5 годам 2 месяцам колонии по обвинению в распространении в соцсетях фейков о российской армии, сообщает объединенная пресс-служба судов города.",https://ria.ru/20250415/peterburg-2011381959.html,В Петербурге общественницу осудили за фейки о российской армии
"ВОРОНЕЖ, 15 апр - РИА Новости. Начальнику департамента дорожного хозяйства Ивановской области и его первому заместителю, которых задержали за взятки, грозит до 15 лет лишения свободы, следует из Уголовного кодекса РФ.",2025-04-03 15:46:00,228,"['Происшествия', 'ЖКХ', 'Ивановская область', 'Россия']",true,ria.ru,228.0,Двум ивановским чиновникам грозит до 15 лет по делу о взятке,228.0,"['Происшествия', 'ЖКХ', 'Ивановская область', 'Россия']",217,"ВОРОНЕЖ, 15 апр - РИА Новости. Начальнику департамента дорожного хозяйства Ивановской области и его первому заместителю, которых задержали за взятки, грозит до 15 лет лишения свободы, следует из Уголовного кодекса РФ.",https://ria.ru/20250415/vzyatka-2011378757.html,Двум ивановским чиновникам грозит до 15 лет по делу о взятке
"ЯРОСЛАВЛЬ, 15 апр – РИА Новости. Кроссовер в Костроме, стремясь уйти от столкновения с грузовиком на перекрестке, сбил переходивших дорогу маму с трехлетним ребенком, женщина находится в коме, сообщила областная прокуратура.",2025-04-03 15:44:00,411,"['Происшествия', 'Кострома', 'Россия', 'ДТП']",true,ria.ru,411.0,В Костроме кроссовер сбил женщину с ребенком,411.0,"['Происшествия', 'Кострома', 'Россия', 'ДТП']",224,"ЯРОСЛАВЛЬ, 15 апр – РИА Новости. Кроссовер в Костроме, стремясь уйти от столкновения с грузовиком на перекрестке, сбил переходивших дорогу маму с трехлетним ребенком, женщина находится в коме, сообщила областная прокуратура.",https://ria.ru/20250415/krossover-2011381032.html,В Костроме кроссовер сбил женщину с ребенком
"МОСКВА, 4 мая — РИА Новости. Каркаде — лепестки суданской розы, или гибискуса, из которых заваривают ароматный терпкий чай, также используется для изготовления крашенок. Рецепты, как правильно покрасить пасхальные яйца в каркаде, какого оттенка они будут, если сочетать этот натуральный краситель с куркумой, луковой шелухой, уксусом, — в материале РИА Новости.",2025-04-03 15:44:00,134197,"['В мире', 'Россия', 'Пасха', 'Религиозные праздники', 'Рецепты']",true,ria.ru,134197.0,Яйца на Пасху в каркаде: как правильно покрасить в разные цвета,134197.0,"['В мире', 'Россия', 'Пасха', 'Религиозные праздники', 'Рецепты']",361,"МОСКВА, 4 мая — РИА Новости. Каркаде — лепестки суданской розы, или гибискуса, из которых заваривают ароматный терпкий чай, также используется для изготовления крашенок. Рецепты, как правильно покрасить пасхальные яйца в каркаде, какого оттенка они будут, если сочетать этот натуральный краситель с куркумой, луковой шелухой, уксусом, — в материале РИА Новости.",https://ria.ru/20250415/yaytsa-1865335811.html,Яйца на Пасху в каркаде: как правильно покрасить в разные цвета
"МОСКВА, 15 апр - РИА Новости. Популярность лидера правой партии ""Альтернатива для Германии"" (АдГ) Алисы Вайдель снизилась за последнюю неделю, в то время как вероятный будущий канцлер ФРГ и лидер Христианско-демократического союза (ХДС) Фридрих Мерц поднялся в рейтинге самых популярных политиков Германии, свидетельствуют результаты еженедельного опроса института INSA для газеты Bild.",2025-04-03 15:44:00,1001,"['В мире', 'Германия', 'Бавария', 'Берлин (город)', 'Фридрих Мерц', 'Алиса Вайдель']",true,ria.ru,1001.0,"Популярность лидера ""АдГ"" снизилась за неделю, показал опрос",1001.0,"['В мире', 'Германия', 'Бавария', 'Берлин (город)', 'Фридрих Мерц', 'Алиса Вайдель']",386,"МОСКВА, 15 апр - РИА Новости. Популярность лидера правой партии ""Альтернатива для Германии"" (АдГ) Алисы Вайдель снизилась за последнюю неделю, в то время как вероятный будущий канцлер ФРГ и лидер Христианско-демократического союза (ХДС) Фридрих Мерц поднялся в рейтинге самых популярных политиков Германии, свидетельствуют результаты еженедельного опроса института INSA для газеты Bild.",https://ria.ru/20250415/adg-2011380817.html,"Популярность лидера ""АдГ"" снизилась за неделю, показал опрос"
"С.-ПЕТЕРБУРГ, 15 апр - РИА Новости. Вход в Главный музейный комплекс Государственного Эрмитажа приостановлен из-за анонимного сообщения об угрозе режиму безопасности, сообщил музей.",2025-04-03 15:39:00,639,"['Происшествия', 'Государственный Эрмитаж', 'Россия', 'Санкт-Петербург']",true,ria.ru,639.0,Вход в Эрмитаж временно закрыли из-за сообщений об угрозе безопасности,639.0,"['Происшествия', 'Государственный Эрмитаж', 'Россия', 'Санкт-Петербург']",181,"С.-ПЕТЕРБУРГ, 15 апр - РИА Новости. Вход в Главный музейный комплекс Государственного Эрмитажа приостановлен из-за анонимного сообщения об угрозе режиму безопасности, сообщил музей.",https://ria.ru/20250415/ermitazh-2011379709.html,Вход в Эрмитаж временно закрыли из-за сообщений об угрозе безопасности
"МОСКВА, 15 апр - РИА Новости. Вопросы по внедрению в ОГЭ технологий проведения ЕГЭ будут проработаны до 2026 года, сообщили в Рособрнадзоре.",2025-04-03 15:39:00,142,"['Общество', 'Анзор Музаев']",true,ria.ru,142.0,Рособрнадзор рассмотрит внедрение в ОГЭ технологий проведения ЕГЭ,142.0,"['Общество', 'Анзор Музаев']",140,"МОСКВА, 15 апр - РИА Новости. Вопросы по внедрению в ОГЭ технологий проведения ЕГЭ будут проработаны до 2026 года, сообщили в Рособрнадзоре.",https://ria.ru/20250415/rosobrnadzor-2011379102.html,Рособрнадзор рассмотрит внедрение в ОГЭ технологий проведения ЕГЭ
"ЯРОСЛАВЛЬ, 15 апр – РИА Новости. Суд в Смоленской области начал рассматривать уголовное дело в отношении местного жителя, обвиняемого в убийстве своего 14-летнего пасынка и сокрытии его тела в реке, сообщает прокуратура региона.",2025-04-03 15:38:00,164,"['Происшествия', 'Рославльский район', 'Россия', 'Смоленская область']",true,ria.ru,164.0,Суд в Смоленской области начал рассматривать дело об убийстве пасынка,164.0,"['Происшествия', 'Рославльский район', 'Россия', 'Смоленская область']",228,"ЯРОСЛАВЛЬ, 15 апр – РИА Новости. Суд в Смоленской области начал рассматривать уголовное дело в отношении местного жителя, обвиняемого в убийстве своего 14-летнего пасынка и сокрытии его тела в реке, сообщает прокуратура региона.",https://ria.ru/20250415/ubiystvo-2011379521.html,Суд в Смоленской области начал рассматривать дело об убийстве пасынка
"СИМФЕРОПОЛЬ, 15 апр - РИА Новости. Глава крымского парламента Владимир Константинов призвал власти Германии прекратить поддержку нацистского киевского режима и перестать спекулировать на вопросе поставок Украине крылатых ракет Taurus.",2025-04-03 15:35:00,991,"['Специальная военная операция на Украине', 'В мире', 'Россия', 'Украина']",true,ria.ru,991.0,Константинов призвал ФРГ прекратить спекуляции вокруг Taurus,991.0,"['Специальная военная операция на Украине', 'В мире', 'Россия', 'Украина']",234,"СИМФЕРОПОЛЬ, 15 апр - РИА Новости. Глава крымского парламента Владимир Константинов призвал власти Германии прекратить поддержку нацистского киевского режима и перестать спекулировать на вопросе поставок Украине крылатых ракет Taurus.",https://ria.ru/20250415/frg-2011378529.html,Константинов призвал ФРГ прекратить спекуляции вокруг Taurus
"САМАРА, 15 апр - РИА Новости. Пожар в селе Тагай Ульяновской области уничтожил шесть жилых домов и надворных построек, пострадавших нет, сообщила региональная прокуратура в своем Telegram-канале.",2025-04-03 15:30:00,429,"['Происшествия', 'Ульяновская область', 'Россия', 'Майнский район', 'Пожар']",true,ria.ru,429.0,В Ульяновской области пожар уничтожил шесть жилых домов,429.0,"['Происшествия', 'Ульяновская область', 'Россия', 'Майнский район', 'Пожар']",195,"САМАРА, 15 апр - РИА Новости. Пожар в селе Тагай Ульяновской области уничтожил шесть жилых домов и надворных построек, пострадавших нет, сообщила региональная прокуратура в своем Telegram-канале.",https://ria.ru/20250415/pozhar-2011377333.html,В Ульяновской области пожар уничтожил шесть жилых домов
"КРАСНОЯРСК, 15 апр – РИА Новости. Жительнице красноярского Канска, обвиняемой в убийстве трех своих детей, грозит до 20 лет колонии, сообщили РИА Новости в пресс-службе регионального СУСК.",2025-04-03 15:27:00,450,"['Происшествия', 'Красноярский край']",true,ria.ru,450.0,"Жительнице из Канска, убившей своих детей, грозит до 20 лет колонии",450.0,"['Происшествия', 'Красноярский край']",188,"КРАСНОЯРСК, 15 апр – РИА Новости. Жительнице красноярского Канска, обвиняемой в убийстве трех своих детей, грозит до 20 лет колонии, сообщили РИА Новости в пресс-службе регионального СУСК.",https://ria.ru/20250415/ubiystvo-2011375750.html,"Жительнице из Канска, убившей своих детей, грозит до 20 лет колонии"
